Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
17-Jan-24,Wednesday,January,Q1,2024,EQ,"3,033.00","3,045.00","2,946.30","3,056.50","2,978.00","2,971.05","2,994.68","3,739.95","1,017.45",2897218,116205
16-Jan-24,Tuesday,January,Q1,2024,EQ,"3,095.00","3,104.50","3,035.00","3,089.50","3,059.00","3,056.50","3,066.60","3,739.95","1,017.45",2515564,81017
15-Jan-24,Monday,January,Q1,2024,EQ,"3,127.00","3,130.00","3,067.45","3,104.10","3,091.30","3,089.50","3,095.46","3,739.95","1,017.45",1407007,66077
12-Jan-24,Friday,January,Q1,2024,EQ,"3,096.35","3,125.00","3,068.20","3,080.90","3,105.40","3,104.10","3,100.07","3,880.00","1,017.45",1795933,81003
11-Jan-24,Thursday,January,Q1,2024,EQ,"3,120.00","3,129.00","3,065.00","3,098.20","3,084.00","3,080.90","3,089.22","3,880.00","1,017.45",2008103,82014
10-Jan-24,Wednesday,January,Q1,2024,EQ,"3,024.00","3,112.00","3,020.05","3,014.60","3,107.80","3,098.20","3,077.75","3,880.00","1,017.45",3590297,146816
09-Jan-24,Tuesday,January,Q1,2024,EQ,"2,990.70","3,068.80","2,980.00","2,963.50","3,024.95","3,014.60","3,029.63","3,880.00","1,017.45",2885706,124090
08-Jan-24,Monday,January,Q1,2024,EQ,"3,020.00","3,027.00","2,952.95","3,006.60","2,965.00","2,963.50","2,990.76","3,880.00","1,017.45",1849061,77114
05-Jan-24,Friday,January,Q1,2024,EQ,"3,009.95","3,066.90","2,981.10","2,998.30","3,009.00","3,006.60","3,026.08","3,880.00","1,017.45",3219949,125926
04-Jan-24,Thursday,January,Q1,2024,EQ,"3,039.40","3,044.45","2,990.00","3,003.00","2,996.00","2,998.30","3,011.56","3,880.00","1,017.45",2975620,122929
03-Jan-24,Wednesday,January,Q1,2024,EQ,"3,047.00","3,199.00","2,955.60","2,932.40","3,005.00","3,003.00","3,060.56","3,880.00","1,017.45",19725411,762896
02-Jan-24,Tuesday,January,Q1,2024,EQ,"2,922.00","2,948.20","2,841.00","2,917.20","2,931.00","2,932.40","2,903.97","3,880.00","1,017.45",2671368,116025
